"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Cass","09","44","02","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","44","02","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","44","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","44","02","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","44","02","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","44","02","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","44","02","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","01","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","02","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","03","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","45","04","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","01","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","02","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","03","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","46","04","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
